,movieID,genres,itemID
1540,1581,Comedy,2599
3346,3415,Drama,2600
3401,3470,Adventure|Drama,2601
1253,1273,Comedy|Drama,2602
2186,2255,Comedy,2603
2226,2295,Comedy,2604
3130,3199,Comedy|Musical|Romance,2605
207,209,Drama,2606
268,271,Drama,2607
2836,2905,Action|Adventure,2608
348,352,Comedy,2609
2908,2977,Comedy|Drama,2610
560,564,Comedy,2611
634,639,Comedy,2612
1748,1812,Children's|Comedy|Drama,2613
1929,1998,Horror,2614
2919,2988,Drama,2615
1999,2068,Drama,2616
664,670,Drama,2617
1340,1361,Documentary,2618
2261,2330,Documentary,2619
212,214,Drama,2620
519,523,Drama,2621
598,602,Documentary,2622
82,83,Drama,2623
1953,2022,Drama,2624
799,809,Action|Adventure,2625
1429,1456,Comedy,2626
1563,1604,Action|Comedy,2627
1438,1465,Drama,2628
1445,1473,Action|Comedy|Crime|Drama,2629
1447,1475,Romance,2630
1465,1497,Action,2631
2445,2514,Horror,2632
2447,2516,Horror,2633
1693,1744,Action|Adventure|Thriller,2634
2479,2548,Horror,2635
1833,1902,Drama|Romance,2636
150,152,Horror,2637
1715,1771,Horror,2638
1797,1866,Action|Comedy,2639
2528,2597,Comedy|Romance,2640
1800,1869,Action|Thriller,2641
3640,3709,Horror,2642
2766,2835,Action|Thriller,2643
1103,1119,Drama,2644
475,479,Action,2645
2829,2898,Horror|Mystery,2646
96,98,Action|Thriller,2647
2905,2974,Horror|Thriller,2648
3713,3782,Action|Crime,2649
2927,2996,Drama,2650
1235,1255,Comedy|Horror,2651
3451,3520,Comedy,2652
2587,2656,Horror|Sci-Fi,2653
2597,2666,Sci-Fi,2654
3523,3592,Animation|Sci-Fi,2655
1966,2035,Children's|Comedy,2656
3852,3922,Comedy,2657
3854,3924,Comedy,2658
820,831,Drama,2659
1571,1613,Drama,2660
2435,2504,Comedy|Drama,2661
2444,2513,Horror,2662
972,984,Comedy|Drama,2663
3332,3401,Adventure|Sci-Fi,2664
3193,3262,Drama|Mystery,2665
3604,3673,Adventure|Children's,2666
3605,3674,Adventure|Children's,2667
199,201,Drama,2668
865,876,Action,2669
2303,2372,Comedy,2670
3260,3329,Drama,2671
1679,1728,Drama,2672
1859,1928,Western,2673
2518,2587,Comedy,2674
1861,1930,Drama,2675
1864,1933,Drama,2676
252,255,Comedy,2677
1874,1943,Drama,2678
3406,3475,Drama|Romance,2679
1153,1169,Documentary,2680
2933,3002,Documentary,2681
663,669,Drama,2682
2941,3010,Drama,2683
3881,3951,Drama,2684
1390,1413,Drama,2685
3815,3885,Comedy|Romance,2686
673,680,Sci-Fi,2687
2969,3038,Drama,2688
2978,3047,Drama,2689
2111,2180,Thriller,2690
843,854,Drama,2691
3006,3075,Thriller,2692
2282,2351,Drama,2693
3166,3235,Comedy,2694
1588,1631,Thriller,2695
3021,3090,Drama,2696
3172,3241,Comedy,2697
2443,2512,Drama,2698
2371,2440,Drama,2699
1532,1572,Drama,2700
958,970,Comedy|Drama,2701
3119,3188,Documentary,2702
2419,2488,Drama|Horror|Thriller,2703
2561,2630,Drama,2704
3310,3379,Drama,2705
2510,2579,Drama,2706
3387,3456,Drama,2707
2590,2659,Comedy|Documentary,2708
181,183,Thriller,2709
3478,3547,Drama,2710
2755,2824,Documentary,2711
3490,3559,Drama,2712
2620,2689,Documentary,2713
2761,2830,Drama,2714
3499,3568,Drama,2715
3662,3731,Drama|Thriller,2716
2795,2864,Comedy,2717
1116,1132,Drama,2718
1054,1068,Crime|Film-Noir,2719
3611,3680,Documentary,2720
97,99,Documentary,2721
2901,2970,Adventure|Drama,2722
1213,1232,Mystery|Sci-Fi,2723
3058,3127,Drama,2724
2202,2271,Drama,2725
3212,3281,Documentary,2726
2521,2590,Drama,2727
1031,1044,Drama,2728
2972,3041,Comedy,2729
3322,3391,Comedy,2730
3646,3715,Comedy,2731
3075,3144,Comedy|Romance,2732
1758,1825,Action|Drama,2733
30,31,Drama,2734
1303,1323,Horror,2735
2406,2475,Action|Mystery|Thriller,2736
3380,3449,Drama,2737
2483,2552,Comedy,2738
569,573,Drama,2739
2925,2994,Drama,2740
2939,3008,Thriller,2741
678,685,Drama,2742
3059,3128,Drama,2743
1376,1397,Drama,2744
1378,1399,Drama,2745
2207,2276,Drama,2746
1508,1547,Children's|Drama,2747
1452,1482,Comedy|Drama,2748
1676,1725,Drama,2749
976,988,Comedy|Drama,2750
2541,2610,Drama,2751
1747,1811,Drama,2752
2410,2479,Drama|Thriller,2753
2424,2493,Drama,2754
2642,2711,Drama,2755
298,301,Drama|Romance,2756
2610,2679,Drama|Romance,2757
3642,3711,Drama,2758
365,369,Drama,2759
56,57,Drama,2760
384,388,Drama,2761
609,613,Drama|Romance,2762
2894,2963,Crime|Drama,2763
617,621,Drama,2764
479,483,Drama,2765
3769,3839,Horror,2766
405,409,Drama,2767
3816,3886,Drama,2768
751,761,Adventure,2769
1583,1626,Action|Drama|Thriller,2770
2545,2614,Action|Horror|Sci-Fi,2771
500,504,Action|Sci-Fi,2772
3741,3810,Drama|Thriller,2773
543,547,Action|Adventure|Thriller,2774
2825,2894,Drama|Romance,2775
135,137,Documentary,2776
3839,3909,Comedy|Romance,2777
737,747,Comedy,2778
3797,3867,Drama,2779
3727,3796,Romance|Thriller,2780
716,725,Comedy,2781
2962,3031,Comedy,2782
2236,2305,Drama,2783
1471,1503,Comedy,2784
757,767,Drama,2785
2356,2425,Crime,2786
3089,3158,Drama,2787
3176,3245,Drama,2788
3112,3181,Drama,2789
2533,2602,Adventure|Sci-Fi,2790
1690,1741,Drama,2791
2555,2624,Drama,2792
2414,2483,Comedy|Horror|Thriller,2793
1775,1844,Drama,2794
3390,3459,Drama|Horror,2795
2516,2585,Drama|Romance,2796
3463,3532,Comedy,2797
1798,1867,Action|Adventure,2798
1736,1796,Action|Drama,2799
1822,1891,Horror|Thriller,2800
2699,2768,Comedy,2801
2775,2844,Drama|Mystery,2802
1089,1105,Horror,2803
1044,1058,Drama,2804
521,525,Drama,2805
79,80,Drama,2806
3832,3902,Drama,2807
484,488,Drama,2808
627,632,War,2809
630,635,Comedy|Drama,2810
491,495,Drama,2811
1600,1646,Comedy,2812
1511,1550,Comedy|Romance,2813
2376,2445,Drama,2814
26,27,Drama,2815
292,295,Comedy|Romance,2816
3692,3761,Crime|Drama,2817
3093,3162,Comedy|Drama,2818
1805,1874,Comedy|Romance,2819
2796,2865,Comedy,2820
1325,1346,Horror,2821
3111,3180,Comedy|Drama,2822
1694,1746,Comedy,2823
2582,2651,Horror,2824
1785,1854,Comedy|Romance,2825
172,174,Comedy,2826
189,191,Drama,2827
410,414,Comedy,2828
350,354,Drama,2829
426,430,Drama,2830
429,433,Comedy,2831
2820,2889,Comedy,2832
701,710,Comedy,2833
1596,1642,Comedy|Drama,2834
2520,2589,Comedy|Drama|Romance,2835
2626,2695,Drama,2836
3875,3945,Adventure|Animation|Children's,2837
2238,2307,Action|Drama,2838
3096,3165,Action|Drama,2839
3584,3653,Documentary,2840
2060,2129,Documentary,2841
3877,3947,Thriller,2842
147,149,Crime|Drama|Thriller,2843
3080,3149,Mystery,2844
2716,2785,Horror,2845
1403,1427,Thriller,2846
905,917,Children's|Drama,2847
1487,1523,Action|Crime|Romance,2848
1494,1531,Drama,2849
1387,1410,Comedy|Drama,2850
2740,2809,Comedy,2851
1297,1317,Comedy,2852
1982,2051,Adventure|Children's|Comedy,2853
2082,2151,Comedy,2854
2973,3042,Comedy,2855
2974,3043,Comedy,2856
2979,3048,Comedy,2857
2276,2345,Drama,2858
2217,2286,Comedy,2859
3092,3161,Drama,2860
952,964,Western,2861
100,102,Comedy,2862
117,119,Comedy,2863
129,131,Drama|Romance,2864
3358,3427,Crime,2865
1770,1839,Comedy,2866
1788,1857,Comedy,2867
1794,1863,Comedy,2868
3553,3622,Comedy,2869
3427,3496,Drama,2870
501,505,Comedy,2871
440,444,Comedy|Romance,2872
3735,3804,Comedy,2873
533,537,Comedy|Drama,2874
3626,3695,Comedy|Horror,2875
1962,2031,Children's|Comedy,2876
1963,2032,Children's|Comedy,2877
2831,2900,Horror|Sci-Fi,2878
1454,1484,Mystery,2879
1060,1076,Thriller,2880
566,570,Comedy|Drama,2881
656,662,Thriller,2882
1496,1533,Drama,2883
1443,1471,Drama,2884
866,877,Drama,2885
1544,1585,Comedy,2886
1618,1664,Drama,2887
3274,3343,Comedy|Drama|Romance,2888
260,263,Drama,2889
3493,3562,Comedy|Drama,2890
3647,3716,Action|Crime,2891
1098,1114,Drama,2892
1134,1150,Drama,2893
2895,2964,Drama,2894
1993,2062,Drama|Romance,2895
2981,3050,Drama,2896
2500,2569,Drama|Romance,2897
3494,3563,Action|Horror,2898
2770,2839,Drama,2899
3781,3851,Comedy,2900
2006,2075,Drama|War,2901
3475,3544,Comedy,2902
801,811,Comedy,2903
741,751,Comedy,2904
1474,1508,Drama,2905
3152,3221,Drama,2906
946,958,Comedy|Mystery,2907
126,128,Documentary,2908
3508,3577,Drama,2909
1939,2008,Crime|Drama|Film-Noir,2910
76,77,Documentary,2911
3760,3830,Comedy|Horror|Thriller,2912
2828,2897,Comedy|War,2913
3784,3854,Drama|Romance,2914
247,250,Children's|Comedy,2915
1399,1423,Drama,2916
833,844,Drama,2917
3146,3215,Drama,2918
3153,3222,Drama,2919
3102,3171,Drama,2920
3645,3714,Drama,2921
3517,3586,Drama,2922
3665,3734,Drama,2923
2635,2704,Drama|Romance,2924
1361,1382,Action|Drama,2925
3070,3139,Action|Adventure,2926
2408,2477,Adventure,2927
3298,3367,War,2928
2586,2655,Horror,2929
3418,3487,Western,2930
2833,2902,Horror|Thriller,2931
3663,3732,Horror,2932
208,210,Western,2933
2558,2627,Documentary|Drama,2934
3598,3667,Action|Comedy,2935
1801,1870,Comedy|Drama,2936
2682,2751,Comedy,2937
3696,3765,Drama|Romance,2938
3503,3572,Horror|Sci-Fi,2939
2730,2799,Comedy,2940
615,619,Comedy,2941
2779,2848,Drama,2942
1557,1598,Crime|Drama|Thriller,2943
3861,3931,Horror|Sci-Fi,2944
2923,2992,Horror|Thriller,2945
1310,1330,Comedy|Horror,2946
1315,1335,Action|Horror,2947
2952,3021,Horror,2948
830,841,Horror,2949
2989,3058,Horror|Sci-Fi,2950
3282,3351,Horror,2951
2567,2636,Horror,2952
2671,2740,Horror,2953
3419,3488,Horror|Sci-Fi,2954
2834,2903,Horror|Thriller,2955
3504,3573,Horror|Sci-Fi,2956
2715,2784,Horror,2957
3763,3833,Horror|Sci-Fi,2958
3768,3838,Horror,2959
3623,3692,Comedy|Horror,2960
2026,2095,Children's|Comedy,2961
3270,3339,War,2962
2293,2362,Drama,2963
2319,2388,Drama|Romance,2964
3500,3569,Comedy|Drama,2965
646,652,Mystery,2966
745,755,Children's|Drama,2967
871,882,Drama|Thriller,2968
3276,3345,Adventure|Children's,2969
2817,2886,Children's|Comedy,2970
3708,3777,Comedy|Horror,2971
1464,1496,Drama|Romance,2972
650,656,Comedy,2973
3249,3318,Thriller,2974
3266,3335,Crime|Drama,2975
3275,3344,Horror,2976
3277,3346,Horror,2977
2476,2545,Comedy,2978
1692,1743,Documentary,2979
1648,1695,Drama,2980
3421,3490,Horror,2981
2786,2855,Horror,2982
1920,1989,Horror,2983
1921,1990,Horror,2984
2799,2868,Horror,2985
596,600,Thriller,2986
989,1002,Comedy,2987
3303,3372,Action|War,2988
829,840,Comedy,2989
856,867,Comedy|Crime,2990
2377,2446,Thriller,2991
1633,1679,Comedy,2992
1756,1822,Children's|Comedy,2993
3462,3531,Comedy|Drama|Romance,2994
3576,3645,Drama,2995
3600,3669,Comedy,2996
1148,1164,Drama,2997
1341,1362,Drama,2998
3377,3446,Comedy,2999
674,681,Crime,3000
1312,1332,Horror|Thriller,3001
2395,2464,Horror,3002
3207,3276,Comedy,3003
3064,3133,Comedy,3004
3241,3310,Action,3005
3596,3665,Horror|Sci-Fi|Thriller,3006
3712,3781,Action|Crime,3007
1759,1826,Adventure|Children's,3008
339,343,Children's,3009
480,484,Adventure|Children's,3010
2150,2219,Mystery|Thriller,3011
2187,2256,Horror|Sci-Fi,3012
717,726,Drama,3013
3037,3106,Drama|Romance,3014
2168,2237,Drama,3015
2452,2521,Drama,3016
2317,2386,Drama,3017
3220,3289,Drama,3018
3376,3445,Mystery|Thriller,3019
327,331,Drama,3020
371,375,Drama,3021
713,722,Documentary,3022
3824,3894,Drama,3023
1363,1384,Drama,3024
2604,2673,Drama,3025
2774,2843,Comedy|Romance,3026
2864,2933,Drama,3027
1147,1163,Drama,3028
1489,1525,Action|Adventure|Children's|Fantasy,3029
3170,3239,Comedy,3030
1460,1490,Comedy,3031
3171,3240,Comedy,3032
240,243,Comedy,3033
1738,1798,Thriller,3034
466,470,Comedy,3035
1330,1351,Drama,3036
1477,1511,Comedy,3037
2106,2175,Drama|Romance,3038
2212,2281,Crime,3039
2224,2293,Drama,3040
1605,1651,Drama,3041
3114,3183,Drama,3042
984,997,Drama|Thriller,3043
2551,2620,Drama|Romance,3044
1731,1791,Crime|Drama,3045
993,1006,Drama,3046
331,335,Mystery|Thriller,3047
418,422,Thriller,3048
74,75,Comedy|Drama,3049
2816,2885,Drama|Romance,3050
2331,2400,Children's|Drama,3051
1053,1067,Comedy|Musical|Romance,3052
2664,2733,Adventure|Comedy,3053
1137,1153,Film-Noir,3054
1362,1383,Action|Sci-Fi,3055
2741,2810,Animation|Mystery,3056
48,49,Drama|Romance,3057
927,939,Comedy|Drama,3058
1752,1817,Comedy|Drama|Romance,3059
1697,1749,Romance,3060
3601,3670,War,3061
122,124,Drama,3062
1613,1659,Drama,3063
225,228,Comedy,3064
2698,2767,Comedy,3065
280,283,Crime|Drama,3066
474,478,Comedy,3067
2229,2298,Thriller,3068
870,881,Children's|Comedy,3069
3557,3626,Comedy,3070
797,807,Comedy|Romance,3071
1986,2055,Comedy|Western,3072
2827,2896,Western,3073
1837,1906,Comedy|Romance,3074
94,96,Comedy,3075
1383,1406,Drama,3076
1994,2063,Drama|Romance,3077
3747,3817,Comedy|Drama,3078
1320,1341,Horror,3079
2396,2465,Horror,3080
2685,2754,Horror,3081
3568,3637,Drama,3082
2784,2853,Horror,3083
736,746,Film-Noir,3084
2549,2618,Comedy,3085
3305,3374,Drama,3086
104,106,Comedy|Drama,3087
1745,1809,Comedy|Crime|Drama,3088
1428,1455,Comedy|Romance,3089
696,705,Comedy,3090
2646,2715,Comedy|Romance,3091
1705,1758,Drama,3092
817,828,Adventure|Children's,3093
2768,2837,Comedy|Romance,3094
621,626,Comedy,3095
1796,1865,Documentary,3096
3670,3739,Comedy|Romance,3097
2110,2179,Thriller,3098
3224,3293,Drama|Sci-Fi,3099
3842,3912,Comedy|Drama,3100
2005,2074,Drama,3101
1500,1538,Adventure|Children's,3102
3721,3790,Drama,3103
3359,3428,Drama,3104
2778,2847,Drama,3105
2785,2854,Horror,3106
3762,3832,Horror,3107
3622,3691,Comedy,3108
2059,2128,Comedy,3109
1316,1336,Horror,3110
2257,2326,Drama|Thriller,3111
2668,2737,Action,3112
3652,3721,Comedy,3113
1975,2044,Comedy,3114
2913,2982,Horror|Thriller,3115
2206,2275,Action|Adventure|Sci-Fi,3116
1769,1837,Comedy,3117
1097,1113,Comedy,3118
343,347,Drama,3119
1671,1720,Action|Adventure|Sci-Fi,3120
1415,1440,Comedy,3121
3341,3410,Comedy|Drama,3122
407,411,Comedy,3123
2862,2931,Drama,3124
2842,2911,Drama,3125
3822,3892,Horror,3126
3053,3122,Drama|Romance|Western,3127
3074,3143,Drama|War,3128
3299,3368,Romance|Western,3129
2412,2481,Drama|Romance,3130
2132,2201,Drama,3131
2273,2342,Comedy,3132
1610,1656,Romance,3133
1292,1312,Drama,3134
987,1000,Crime,3135
210,212,Comedy,3136
55,56,Adventure|Children's|Fantasy,3137
1389,1412,Drama,3138
458,462,Action|Adventure,3139
119,121,Drama,3140
3579,3648,Horror|Sci-Fi,3141
1824,1893,Drama,3142
707,716,Crime,3143
2517,2586,Comedy|Crime|Thriller,3144
2453,2522,Drama,3145
36,37,Documentary,3146
2418,2487,Action|Comedy,3147
3830,3900,Comedy|Drama,3148
1987,2056,Adventure|Children's,3149
2062,2131,Drama,3150
722,731,Mystery|Thriller,3151
1422,1447,Crime,3152
2781,2850,Drama|Thriller,3153
3736,3805,Action|Adventure|Drama,3154
1469,1501,Crime,3155
101,103,Thriller,3156
2709,2778,Thriller,3157
1042,1056,Drama,3158
60,61,Drama|Thriller,3159
1834,1903,Comedy,3160
2417,2486,Drama,3161
2765,2834,Comedy|Romance,3162
198,200,Thriller,3163
267,270,Drama|Romance,3164
1830,1899,Adventure|Drama,3165
2089,2158,Crime|Horror,3166
3668,3737,Drama|Western,3167
3805,3875,Horror,3168
1071,1087,Musical,3169
2674,2743,Drama,3170
112,114,Drama,3171
3870,3940,Horror,3172
439,443,Documentary,3173
2142,2211,Thriller,3174
2158,2227,Thriller,3175
980,992,Thriller,3176
3373,3442,Action,3177
1784,1853,Comedy,3178
2095,2164,Drama,3179
3244,3313,Comedy,3180
2684,2753,Thriller,3181
3563,3632,Comedy,3182
2589,2658,Sci-Fi,3183
3542,3611,Animation|Children's|Comedy,3184
3808,3878,Sci-Fi,3185
876,888,Animation|Children's,3186
1530,1570,Sci-Fi,3187
3690,3759,Animation|Children's|Musical,3188
3706,3775,Animation|Children's|Musical,3189
3778,3848,Drama|Thriller,3190
3068,3137,Action|War,3191
2562,2631,Comedy|Film-Noir|Thriller,3192
294,297,Drama,3193
1525,1565,Comedy|Thriller,3194
3519,3588,Crime|Drama,3195
1510,1549,Drama|Romance,3196
1645,1692,Horror|Sci-Fi,3197
1152,1168,Horror,3198
3792,3862,Comedy,3199
3071,3140,Comedy,3200
3874,3944,Comedy|Drama,3201
2823,2892,Action|Drama,3202
3796,3866,Comedy,3203
3821,3891,Crime|Drama,3204
1013,1026,Children's|Drama,3205
2956,3025,Western,3206
3394,3463,Comedy,3207
1154,1170,Action,3208
301,304,Comedy|Drama,3209
2383,2452,Horror,3210
2773,2842,Crime|Drama,3211
3154,3223,Drama,3212
1777,1846,Drama,3213
1527,1567,Drama,3214
134,136,Documentary,3215
3163,3232,Comedy,3216
1431,1458,Romance,3217
2397,2466,Drama,3218
2467,2536,Drama,3219
382,386,Drama,3220
550,554,Thriller,3221
2131,2200,Drama,3222
839,850,Crime|Drama,3223
1101,1117,Drama,3224
610,614,Drama|Thriller,3225
2508,2577,Comedy|Drama,3226
165,167,Drama,3227
2704,2773,Drama,3228
1027,1040,Drama,3229
381,385,Drama,3230
3734,3803,Drama,3231
2524,2593,Comedy,3232
2691,2760,Drama,3233
1649,1696,Drama|War,3234
2328,2397,Drama,3235
2687,2756,Action,3236
3775,3845,Drama,3237
3237,3306,Comedy,3238
2138,2207,Drama,3239
1462,1494,Comedy,3240
2440,2509,Comedy,3241
3115,3184,Action|Comedy|Crime|Drama,3242
2658,2727,Film-Noir,3243
241,244,Animation|Children's,3244
2235,2304,Drama,3245
2845,2914,Comedy|Drama,3246
1992,2061,Documentary,3247
2248,2317,Comedy,3248
2116,2185,Thriller,3249
2118,2187,Mystery|Thriller,3250
1795,1864,Comedy,3251
2146,2215,Comedy|Romance,3252
1461,1493,Romance,3253
1761,1829,Drama|Romance,3254
2606,2675,Comedy|Drama|Romance,3255
1135,1151,Animation|Comedy|Thriller,3256
1733,1793,Comedy,3257
3501,3570,Drama,3258
2957,3026,Horror,3259
2087,2156,Comedy|Drama,3260
3810,3880,Documentary,3261
1622,1668,Drama,3262
1749,1814,Drama,3263
3426,3495,Comedy|Drama,3264
1479,1514,Romance,3265
3250,3319,Drama,3266
355,359,Comedy|Drama|Romance,3267
2876,2945,Mystery,3268
307,310,Comedy,3269
913,925,Adventure|Romance,3270
1832,1901,Documentary,3271
58,59,Drama|Mystery,3272
3454,3523,Action|Thriller,3273
2214,2283,Drama,3274
2380,2449,Adventure|Children's,3275
448,452,Drama,3276
2175,2244,Comedy|Romance,3277
393,397,Horror,3278
2263,2332,Crime|Drama,3279
1535,1575,Drama,3280
2622,2691,Drama,3281
2744,2813,Documentary,3282
2469,2538,Documentary,3283
2122,2191,Comedy,3284
3149,3218,Drama,3285
3333,3402,Drama,3286
3780,3850,Crime|Thriller,3287
3264,3333,Drama,3288
2912,2981,Documentary,3289
218,220,Horror,3290
1402,1426,Children's,3291
2281,2350,Comedy,3292
1128,1144,Documentary,3293
2865,2934,Musical,3294
1579,1622,Comedy|Drama,3295
1592,1636,Action|Thriller,3296
968,980,Action,3297
390,394,Action,3298
693,702,Drama,3299
2177,2246,Comedy,3300
1456,1486,Drama,3301
1138,1154,Film-Noir,3302
1144,1160,Comedy,3303
1472,1504,Drama,3304
2128,2197,Drama,3305
1534,1574,Romance,3306
3505,3574,Horror|Sci-Fi,3307
2706,2775,Drama,3308
385,389,Drama|Romance|War,3309
1057,1071,Romance|War,3310
555,559,Comedy,3311
1625,1671,Crime,3312
1304,1324,Horror,3313
187,189,Comedy,3314
1158,1174,Comedy,3315
1829,1898,Drama|War,3316
106,108,Documentary,3317
2689,2758,Drama,3318
2123,2192,Drama,3319
1484,1519,Drama,3320
1082,1098,Comedy,3321
1348,1369,Drama|Thriller,3322
1025,1038,Drama,3323
2854,2923,Comedy,3324
2958,3027,Horror,3325
1409,1433,Comedy|Horror,3326
3777,3847,Horror,3327
3688,3757,Horror,3328
2188,2257,Comedy|Romance,3329
3423,3492,Adventure,3330
594,598,Comedy,3331
559,563,Drama,3332
2164,2233,Drama,3333
2165,2234,Drama,3334
2372,2441,Drama|Western,3335
242,245,Crime|Drama,3336
1803,1872,Drama,3337
261,264,Drama,3338
3567,3636,Drama,3339
1100,1116,Drama,3340
689,698,Drama,3341
3047,3116,Drama,3342
851,862,Drama,3343
2434,2503,Drama,3344
2488,2557,Drama,3345
2636,2705,Drama,3346
195,197,Drama,3347
2696,2765,Comedy|Drama,3348
52,53,Drama,3349
522,526,Drama,3350
89,90,Drama,3351
563,567,Drama,3352
950,962,Crime|Drama,3353
614,618,Comedy|Romance,3354
2140,2209,Crime|Thriller,3355
694,703,Drama,3356
2934,3003,Comedy|Drama,3357
955,967,Western,3358
2745,2814,Horror,3359
3417,3486,Sci-Fi,3360
3573,3642,Western,3361
960,972,Drama,3362
2539,2608,Thriller,3363
1419,1444,Comedy,3364
1781,1850,Drama|Romance,3365
3588,3657,Drama,3366
1122,1138,Documentary,3367
2707,2776,Documentary,3368
1411,1436,Comedy,3369
759,769,Documentary,3370
1629,1675,Crime|Thriller,3371
2762,2831,Drama,3372
1780,1849,Adventure,3373
1105,1121,Drama,3374
1165,1181,Action,3375
2493,2562,Drama,3376
3575,3644,Western,3377
2152,2221,Thriller,3378
853,864,Comedy|Drama,3379
217,219,Drama,3380
3350,3419,Comedy|Crime,3381
2563,2632,Drama,3382
2032,2101,Adventure|Drama,3383
3835,3905,Comedy,3384
1809,1878,Comedy|Romance,3385
2915,2984,Documentary,3386
3234,3303,Documentary,3387
3572,3641,Drama,3388
3097,3166,Adventure,3389
1669,1718,Thriller,3390
3709,3778,Comedy|Drama,3391
3214,3283,Action,3392
1639,1685,Romance,3393
805,815,Action|Mystery|Thriller,3394
1485,1520,Romance,3395
765,775,Horror,3396
1396,1420,Documentary,3397
1497,1534,Drama,3398
3583,3652,Horror,3399
3597,3666,Horror|Sci-Fi|Thriller,3400
556,560,Drama,3401
2375,2444,Comedy|Drama,3402
1714,1770,Romance|Thriller,3403
2714,2783,Horror,3404
1495,1532,Comedy,3405
954,966,Drama,3406
863,874,Crime|Drama,3407
3748,3818,Comedy|Musical,3408
723,732,Crime,3409
2861,2930,Documentary,3410
2764,2833,Romance|War,3411
3138,3207,Adventure,3412
3464,3533,Drama,3413
2708,2777,Drama,3414
3374,3443,Action|Drama|Thriller,3415
